Segment,Accidents ,Miles,AADT
1993,2,1.17,743.7692308
1994,0,0.02,743.7692308
1995,0,0.07,751.5384615
1996,1,1.35,751.5384615
1997,0,0.02,751.5384615
1998,0,0.08,751.5384615
1999,0,1.91,766.5384615
2000,3,1.02,766.5384615
2001,2,0.72,767.7692308
2002,0,0.43,767.7692308
2003,0,0.09,767.7692308
2004,1,0.17,770.7692308
2005,11,2.91,772.5384615
2006,0,0.9,772.5384615
2007,0,0.9,772.5384615
2008,1,0.9,772.5384615
2009,1,1,774.7692308
2010,0,0.12,778.6923077
2011,3,1.39,779.2307692
2012,0,0.03,779.2307692
2013,3,0.07,779.2307692
2014,1,0.67,779.2307692
2015,0,0.03,779.2307692
2016,2,0.28,779.2307692
2017,4,4.68,789.3846154
2018,14,4.53,789.3846154
2019,1,0.34,789.3846154
2020,0,1.45,789.3846154
2021,7,1.42,791.4615385
2022,1,0.7,792.7692308
2023,1,0.47,798.5384615
2024,5,0.67,798.5384615
2025,0,0.17,798.5384615
2026,1,1.29,798.5384615
2027,12,1.77,798.5384615
2028,3,1.35,798.6153846
2029,11,1.53,798.6153846
2030,0,1.22,798.6153846
2031,0,0.18,800.1538462
2032,0,0.05,801.9230769
2033,0,0.01,801.9230769
2034,3,2.98,805.7692308
2035,5,1.76,805.7692308
2036,11,2.48,805.7692308
2037,5,2.09,805.7692308
2038,10,3.13,805.7692308
2039,2,3.52,805.9230769
2040,12,6.1,805.9230769
2041,1,0.27,808.8461538
2042,2,3.14,808.8461538
2043,0,0.02,808.8461538
2044,1,2.15,808.8461538
2045,0,0.09,810
2046,3,1.69,810
2047,4,0.92,811.1538462
2048,0,0.89,811.1538462
2049,0,0.91,811.1538462
2050,0,0.9,811.1538462
2051,1,0.74,813.7692308
2052,4,0.92,813.7692308
2053,1,0.84,813.7692308
2054,1,0.01,813.7692308
2055,2,0.16,813.7692308
2056,0,0.17,814.5384615
2057,2,0.91,815.5384615
2058,0,2.32,817.5384615
2059,2,5.65,817.5384615
2060,0,0.14,817.6923077
2061,4,0.15,817.6923077
2062,2,0.33,817.6923077
2063,1,0.68,820.5384615
2064,3,1.61,821.2307692
2065,1,0.4,821.2307692
2066,0,0.9,821.2307692
2067,0,0.02,821.9230769
2068,5,1.93,827.9230769
2069,5,0.86,828.3846154
2070,2,0.42,828.3846154
2071,1,0.73,832.3076923
2072,1,0.91,832.3076923
2073,1,0.89,833.6923077
2074,2,1.96,833.6923077
2075,1,1.6,833.6923077
2076,1,1.15,833.6923077
2077,1,0.88,838.6153846
2078,0,0.17,840.6153846
2079,1,0.37,844.9230769
2080,1,0.9,847.5384615
2081,0,0.38,847.5384615
2082,3,0.4,847.5384615
2083,0,0.23,849
2084,2,0.86,849
2085,1,0.9,849
2086,0,0.9,849
2087,0,0.42,849
2088,0,0.92,849
2089,1,0.56,849
2090,0,0.9,849
2091,1,0.59,849
2092,0,0.4,849
2093,0,0.96,849
2094,0,0.91,849
2095,0,0.25,849
2096,0,0.3,849
2097,0,0.93,849
2098,0,0.5,849
2099,0,0.26,849.7692308
2100,1,0.42,849.7692308
2101,1,0.63,849.7692308
2102,1,1.03,849.7692308
2103,2,0.91,850.7692308
2104,7,1.42,850.7692308
2105,7,0.68,850.7692308
2106,1,0.93,850.7692308
2107,2,0.89,850.7692308
2108,15,5.76,851.8461538
2109,1,0.67,851.8461538
2110,1,0.18,851.8461538
2111,11,0.53,853
2112,3,0.92,854
2113,1,0.89,854
2114,3,0.75,854.3076923
2115,0,0.05,854.3076923
2116,0,0.1,862.8461538
2117,2,0.1,862.8461538
2118,1,0.05,862.8461538
2119,0,0.19,863.3846154
2120,2,1.7,865.9230769
2121,0,1.82,866
2122,12,5.94,871.7692308
2123,0,0.26,871.7692308
2124,0,0.11,872.6153846
2125,0,0.39,873.6923077
2126,0,0.02,873.6923077
2127,0,0.52,873.6923077
2128,0,0.01,875.0769231
2129,1,0.86,878.3846154
2130,5,0.9,878.3846154
2131,1,0.46,882.5384615
2132,10,8.1,882.5384615
2133,2,1.11,882.5384615
2134,1,0.91,885.3846154
2135,2,1.9,885.3846154
2136,8,4.72,889.2307692
2137,1,1.95,889.2307692
2138,1,1.96,889.2307692
2139,1,0.92,889.2307692
2140,4,2.81,889.2307692
2141,1,0.89,889.2307692
2142,1,0.05,890.3846154
2143,6,0.45,893
2144,3,2.07,893
2145,1,0.58,893
2146,0,0.25,893
2147,0,0.04,893
2148,3,0.8,893
2149,0,0.38,893
2150,0,2.3,895.7692308
2151,5,2.98,895.7692308
2152,0,0.29,895.7692308
2153,5,1.43,895.7692308
2154,7,3.38,895.7692308
2155,3,1.57,895.7692308
2156,18,4.52,895.7692308
2157,1,1.17,895.7692308
2158,7,2.11,895.7692308
2159,0,0.05,895.7692308
2160,1,0.57,897
2161,0,0.59,897
2162,1,0.52,897
2163,0,0.13,897
2164,1,1.13,897
2165,0,0.26,897
2166,2,1.06,897
2167,4,1.04,897
2168,1,0.39,897
2169,1,1,897
2170,0,0.39,897
2171,0,0.04,898
2172,4,0.75,898
2173,1,0.93,898
2174,1,0.75,898
2175,1,0.19,904.6923077
2176,0,0.61,904.9230769
2177,0,0.03,912.3846154
2178,0,1.18,912.3846154
2179,0,0.42,912.3846154
2180,19,4.63,912.3846154
2181,3,0.9,912.7692308
2182,2,0.44,912.7692308
2183,4,0.93,912.7692308
2184,0,0.88,912.7692308
2185,1,0.87,912.7692308
2186,7,0.88,912.7692308
2187,0,0.36,915.4615385
2188,2,0.83,920.5384615
2189,2,1.93,920.5384615
2190,1,0.9,920.5384615
2191,1,0.94,920.5384615
2192,3,1.9,920.5384615
2193,5,1.27,928
2194,1,0.56,935.2307692
2195,0,0.48,935.2307692
2196,3,1.26,943.8461538
2197,0,0.6,949.4615385
2198,8,1.37,949.4615385
2199,0,0.9,951.0769231
2200,2,0.93,951.0769231
2201,1,0.9,951.0769231
2202,1,0.91,951.0769231
2203,4,0.89,951.0769231
2204,3,0.5,951.0769231
2205,1,0.43,955.2307692
2206,3,1.45,961.1538462
2207,0,0.65,961.1538462
2208,23,7.11,961.3076923
2209,37,8.8,961.3076923
2210,1,0.35,963
2211,2,0.07,970.3076923
2212,3,0.81,976.3846154
2213,13,3.3,979.6153846
2214,1,0.48,980
2215,0,0.29,982.3846154
2216,0,0.15,982.3846154
2217,2,0.51,982.3846154
2218,2,0.29,983.3846154
2219,0,0.91,994.3076923
2220,1,0.87,994.3076923
2221,0,1.9,994.3076923
2222,2,0.91,994.3076923
2223,1,0.9,994.3076923
2224,0,0.9,994.3076923
2225,0,0.46,995.7692308
2226,3,0.84,999.3076923
2227,3,1.92,1000
2228,3,0.96,1000
2229,0,0.96,1000
2230,4,1.03,1000
2231,2,0.41,1000
2232,3,0.4,1000
2233,2,0.53,1009.307692
2234,3,3.31,1012.384615
2235,2,0.97,1012.384615
2236,0,0.94,1012.615385
2237,0,0.3,1012.615385
2238,2,0.88,1013.076923
2239,2,0.61,1013.076923
2240,4,1.4,1013.076923
2241,2,0.7,1013.076923
2242,3,0.9,1013.076923
2243,2,1.76,1019.769231
2244,3,2.4,1022.461538
2245,0,0.57,1022.461538
2246,4,1.45,1022.461538
2247,2,0.92,1023.692308
2248,1,0.91,1024.307692
2249,1,0.93,1030
2250,1,0.26,1034.153846
2251,0,0.03,1034.153846
2252,0,0.32,1055.076923
2253,3,2.32,1055.076923
2254,1,0.33,1055.076923
2255,9,1.41,1059.461538
2256,1,0.82,1059.461538
2257,4,1.32,1059.461538
2258,3,0.8,1059.461538
2259,0,0.3,1059.461538
2260,1,0.77,1059.461538
2261,0,0.52,1059.461538
2262,1,1.95,1070.692308
2263,1,1.03,1071.769231
2264,3,1.2,1071.769231
2265,6,2.14,1071.769231
2266,3,3.24,1087.615385
2267,1,1.52,1087.615385
2268,0,0.31,1087.615385
2269,6,0.75,1092.692308
2270,0,0.06,1092.692308
2271,0,0.66,1098.230769
2272,0,0.52,1098.230769
2273,1,0.27,1098.230769
2274,5,1.16,1098.230769
2275,4,0.89,1098.230769
2276,1,0.42,1098.230769
2277,4,0.26,1098.230769
2278,2,0.47,1098.230769
2279,4,0.55,1098.230769
2280,0,0.16,1098.230769
2281,1,0.09,1098.230769
2282,1,0.88,1103.846154
2283,5,0.46,1113.846154
2284,5,1.44,1113.846154
2285,4,1.41,1113.846154
2286,6,3,1117.461538
2287,3,1.21,1117.461538
2288,0,0.74,1117.461538
2289,13,2.99,1117.461538
2290,1,3.66,1126
2291,4,1.12,1128.230769
2292,1,1.35,1128.230769
2293,2,0.91,1135.461538
2294,3,0.9,1135.461538
2295,2,0.31,1135.538462
2296,1,0.61,1135.538462
2297,0,0.04,1135.538462
2298,0,0.12,1135.538462
2299,0,0.16,1135.538462
2300,0,0.02,1135.538462
2301,3,0.21,1135.538462
2302,10,0.77,1140.538462
2303,0,0.04,1141.384615
2304,7,2.82,1142.230769
2305,1,1.09,1142.230769
2306,2,1.88,1144
2307,0,0.17,1144
2308,0,0.38,1144
2309,3,1.12,1146
2310,1,0.02,1146.461538
2311,0,0.02,1146.461538
2312,4,0.94,1161.846154
2313,3,1.03,1164.692308
2314,4,1.54,1167.230769
2315,1,0.89,1170.615385
2316,4,1.89,1170.615385
2317,0,0.9,1170.615385
2318,2,1.92,1170.615385
2319,0,0.01,1178.384615
2320,0,0.02,1178.384615
2321,0,0.09,1178.384615
2322,0,0.01,1178.384615
2323,0,0.03,1178.384615
2324,0,0.01,1178.384615
2325,1,0.75,1182.615385
2326,3,0.92,1182.692308
2327,0,0.93,1182.692308
2328,3,0.47,1182.692308
2329,0,0.1,1182.692308
2330,6,2.56,1182.692308
2331,4,1.92,1182.692308
2332,3,1.32,1182.692308
2333,10,1.58,1183.846154
2334,0,0.44,1183.846154
2335,1,0.62,1183.846154
2336,3,1.15,1185.307692
2337,7,1.86,1185.307692
2338,1,1.26,1186.153846
2339,3,1.14,1186.153846
2340,0,0.07,1186.153846
2341,3,1.5,1186.153846
2342,1,0.08,1188
2343,0,0.15,1188
2344,1,0.16,1188
2345,1,0.5,1188
2346,0,0.13,1188.384615
2347,3,0.57,1188.384615
2348,1,0.9,1190.538462
2349,23,2.49,1196.384615
2350,3,1.3,1198.538462
2351,9,2.45,1198.538462
2352,1,0.95,1203
2353,0,0.19,1203
2354,2,0.96,1203
2355,0,0.85,1203
2356,3,1.4,1203
2357,1,0.96,1203
2358,0,0.02,1205.692308
2359,0,0.07,1205.692308
2360,1,0.4,1211.846154
2361,1,0.31,1211.846154
2362,1,1.04,1211.846154
2363,7,1.08,1211.846154
2364,0,0.02,1214.384615
2365,1,0.25,1216.769231
2366,1,0.93,1219.846154
2367,2,0.89,1219.846154
2368,3,0.92,1219.846154
2369,1,0.9,1219.846154
2370,1,0.88,1219.846154
2371,2,3.59,1224
2372,0,0.43,1224
2373,3,3.2,1224
2374,3,0.9,1224
2375,3,0.91,1228.461538
2376,2,0.71,1228.461538
2377,0,0.44,1228.461538
2378,1,0.91,1228.461538
2379,0,0.05,1229.461538
2380,1,0.68,1229.461538
2381,3,0.9,1232.846154
2382,3,0.88,1235.538462
2383,7,1.92,1235.538462
2384,5,1.01,1235.538462
2385,1,0.73,1235.538462
2386,1,0.44,1244.307692
2387,5,0.43,1246.769231
2388,5,0.71,1246.769231
2389,2,0.94,1246.769231
2390,0,0.03,1247.076923
2391,0,0.4,1247.615385
2392,0,0.4,1247.615385
2393,1,0.52,1247.615385
2394,1,0.27,1247.615385
2395,1,0.4,1247.615385
2396,3,1.92,1255.461538
2397,5,1.1,1258.769231
2398,5,2.9,1258.769231
2399,1,0.9,1260.461538
2400,2,1.25,1260.461538
2401,1,0.91,1260.461538
2402,3,0.79,1266.076923
2403,4,1.39,1266.076923
2404,6,1.8,1266.076923
2405,6,1.62,1266.076923
2406,0,0.49,1269.384615
2407,1,0.31,1269.384615
2408,10,1.23,1272.615385
2409,0,0.54,1272.615385
2410,2,0.92,1277.384615
2411,0,0.92,1277.384615
2412,0,0.61,1277.384615
2413,0,0.89,1277.384615
2414,2,0.48,1279.923077
2415,1,0.13,1281.153846
2416,2,1.3,1281.461538
2417,4,1.69,1281.461538
2418,0,0.16,1281.461538
2419,8,2.53,1281.461538
2420,5,2.42,1287.076923
2421,1,0.91,1287.076923
2422,4,1.4,1287.076923
2423,2,0.76,1287.076923
2424,0,0.04,1288.846154
2425,0,0.02,1289.538462
2426,2,0.44,1290.076923
2427,1,0.54,1290.076923
2428,0,0.42,1290.076923
2429,4,0.47,1290.076923
2430,1,0.41,1290.076923
2431,3,0.82,1290.846154
2432,0,0.07,1290.846154
2433,1,0.29,1290.846154
2434,0,0.05,1290.846154
2435,2,0.4,1290.846154
2436,8,2.05,1295.692308
2437,0,0.48,1296.615385
2438,1,1.05,1296.769231
2439,0,0.12,1296.769231
2440,1,0.06,1296.769231
2441,0,0.04,1296.769231
2442,17,6.4,1296.769231
2443,0,0.02,1300.769231
2444,4,0.69,1300.769231
2445,3,0.7,1301.538462
2446,3,1.55,1304.769231
2447,2,0.45,1304.769231
2448,3,0.42,1304.769231
2449,0,0.25,1304.769231
2450,2,0.38,1304.769231
2451,0,0.46,1317.461538
2452,0,0.97,1317.461538
2453,0,0.41,1317.461538
2454,2,0.64,1318.769231
2455,5,0.92,1318.769231
2456,3,0.91,1321.538462
2457,0,0.91,1321.538462
2458,0,0.92,1321.538462
2459,0,0.91,1328.692308
2460,1,0.48,1330.538462
2461,8,1.3,1332.461538
2462,4,1.95,1332.461538
2463,2,0.56,1332.461538
2464,3,0.64,1332.461538
2465,3,0.84,1352.076923
2466,2,1.01,1352.076923
2467,1,0.43,1352.076923
2468,0,0.41,1352.076923
2469,0,0.04,1352.384615
2470,0,0.05,1352.384615
2471,5,0.94,1361.307692
2472,4,0.8,1361.307692
2473,0,0.02,1361.692308
2474,0,0.22,1458.307692
2475,5,0.87,1370.153846
2476,1,0.02,1370.153846
2477,7,0.53,1370.923077
2478,2,1.71,1373.384615
2479,0,0.01,1374.692308
2480,0,0.01,1377.769231
2481,0,0.61,1379.153846
2482,5,2.04,1390.538462
2483,3,1.09,1390.538462
2484,2,0.2,1392.923077
2485,1,0.6,1399.769231
2486,2,0.81,1399.769231
2487,1,0.54,1399.769231
2488,2,1.04,1404.153846
2489,3,2.02,1404.153846
2490,0,0.05,1407.230769
2491,3,0.46,1407.846154
2492,2,1.01,1407.846154
2493,0,0.88,1413.615385
2494,2,1.84,1413.615385
2495,3,0.92,1417.923077
2496,4,0.53,1417.923077
2497,7,1.84,1417.923077
2498,0,0.75,1425.538462
2499,0,3.51,1425.538462
2500,0,0.04,1425.538462
2501,0,0.12,1426.076923
2502,1,0.02,1426.076923
2503,0,0.58,1426.076923
2504,2,0.93,1430.769231
2505,3,0.9,1430.769231
2506,1,0.91,1430.769231
2507,0,0.41,1436.692308
2508,0,0.39,1436.692308
2509,1,0.41,1437.538462
2510,0,0.42,1437.538462
2511,1,0.28,1438.538462
2512,2,0.48,1438.538462
2513,1,0.47,1447.538462
2514,0,0.24,1447.538462
2515,0,0.04,1447.538462
2516,2,2.03,1447.615385
2517,2,1.91,1447.615385
2518,0,0.01,1448.692308
2519,2,0.64,1450.692308
2520,0,0.15,1450.692308
2521,1,0.28,1450.692308
2522,0,0.52,1458.692308
2523,0,0.46,1458.692308
2524,1,0.25,1459.461538
2525,7,2.69,1459.461538
2526,0,0.11,1459.461538
2527,5,2.62,1465.769231
2528,0,0.2,1465.769231
2529,17,3.87,1465.769231
2530,28,4.72,1465.769231
2531,8,1.97,1467.384615
2532,1,0.39,1467.384615
2533,7,1.85,1467.384615
2534,3,0.85,1467.384615
2535,1,0.86,1467.384615
2536,14,1.91,1467.384615
2537,3,0.81,1467.384615
2538,3,2.77,1467.384615
2539,1,1.4,1467.384615
2540,6,1.41,1467.384615
2541,2,0.4,1468.230769
2542,7,2.02,1470.615385
2543,5,1.4,1470.615385
2544,1,0.35,1470.615385
2545,6,1.91,1475.307692
2546,3,2.92,1475.307692
2547,1,0.92,1475.307692
2548,0,0.89,1475.307692
2549,4,4.86,1479.384615
2550,1,0.55,1482.461538
2551,2,0.98,1483.692308
2552,1,0.36,1483.692308
2553,0,0.04,1483.692308
2554,0,0.02,1483.692308
2555,0,0.13,1484.692308
2556,6,5.31,1485.230769
2557,1,1.45,1492.307692
2558,5,0.97,1494.538462
2559,0,0.38,1494.538462
2560,4,0.91,1494.538462
2561,1,0.83,1496
2562,32,5.19,1496
2563,6,1.91,1496
2564,11,1.38,1500.076923
2565,0,0.01,1505.692308
2566,9,0.86,1505.769231
2567,1,0.13,1505.769231
2568,2,0.17,1505.769231
2569,0,0.23,1505.769231
2570,3,1.76,1511.153846
2571,2,1.26,1511.153846
2572,2,0.29,1511.153846
2573,1,0.24,1512.538462
2574,1,0.28,1512.538462
2575,0,0.02,1526.923077
2576,0,0.39,1529
2577,0,0.21,1529
2578,0,0.09,1529
2579,0,0.02,1530
2580,0,0.03,1530
2581,2,0.59,1539
2582,2,0.86,1539
2583,0,0.72,1539
2584,2,0.63,1542.230769
2585,0,0.29,1542.230769
2586,0,0.44,1542.230769
2587,6,2.46,1543.615385
2588,0,0.01,1543.615385
2589,0,0.01,1543.615385
2590,0,0.02,1543.615385
2591,0,0.35,1545.230769
2592,0,0.04,1545.230769
2593,1,0.16,1545.230769
2594,1,0.58,1545.230769
2595,1,0.44,1553
2596,2,0.75,1575.846154
2597,2,0.72,1575.846154
2598,5,2.95,1575.846154
2599,1,0.08,1577.846154
2600,1,0.91,1578.923077
2601,1,0.38,1578.923077
2602,2,0.34,1578.923077
2603,0,0.68,1579.076923
2604,1,0.25,1579.076923
2605,3,0.9,1585.307692
2606,3,0.9,1589.923077
2607,0,0.12,1603.846154
2608,4,1.91,1608.076923
2609,3,0.88,1608.076923
2610,2,0.9,1608.076923
2611,1,0.41,1609.846154
2612,2,0.41,1609.846154
2613,2,0.07,1609.846154
2614,1,0.6,1609.846154
2615,1,0.63,1611.384615
2616,1,0.2,1611.384615
2617,3,1.42,1614.461538
2618,0,0.4,1614.461538
2619,3,0.94,1617.153846
2620,2,0.9,1617.153846
2621,1,0.5,1617.153846
2622,1,0.32,1617.153846
2623,1,0.42,1617.153846
2624,2,0.86,1617.153846
2625,4,0.76,1621.846154
2626,19,3.48,1621.846154
2627,2,0.57,1623
2628,0,0.59,1623
2629,0,0.27,1623
2630,1,0.23,1623
2631,0,0.08,1640.615385
2632,1,0.15,1640.615385
2633,0,0.23,1642.307692
2634,15,5.5,1643.307692
2635,1,0.71,1647.384615
2636,2,1.4,1648.461538
2637,0,0.39,1648.461538
2638,2,0.41,1648.461538
2639,0,0.13,1648.461538
2640,0,0.66,1648.461538
2641,0,0.17,1648.461538
2642,1,0.58,1652.769231
2643,0,0.3,1656.923077
2644,2,0.52,1656.923077
2645,1,0.29,1656.923077
2646,0,0.07,1656.923077
2647,2,0.56,1658.153846
2648,6,0.26,1659.076923
2649,4,0.64,1659.153846
2650,0,0.34,1660.307692
2651,1,0.04,1663
2652,1,0.04,1663
2653,1,0.21,1669.153846
2654,3,1.17,1669.153846
2655,0,0.31,1669.461538
2656,0,0.06,1669.461538
2657,0,0.15,1669.461538
2658,0,0.2,1669.615385
2659,0,0.13,1669.615385
2660,0,0.01,1669.615385
2661,2,0.9,1669.615385
2662,1,0.9,1669.615385
2663,0,0.42,1669.615385
2664,8,0.81,1675.846154
2665,1,0.9,1675.846154
2666,1,0.49,1675.846154
2667,0,0.55,1675.846154
2668,4,1.05,1685.461538
2669,0,0.76,1685.461538
2670,5,1.47,1685.461538
2671,3,1.01,1685.461538
2672,1,0.92,1690.307692
2673,1,0.89,1690.307692
2674,4,0.89,1690.307692
2675,2,1.95,1690.307692
2676,0,0.52,1693.461538
2677,1,0.29,1693.461538
2678,6,1.2,1693.461538
2679,1,0.44,1693.461538
2680,0,0.04,1699.769231
2681,0,0.1,1795.384615
2682,3,0.84,1703.384615
2683,1,0.89,1703.384615
2684,2,0.52,1703.384615
2685,1,0.28,1703.384615
2686,5,1.9,1703.384615
2687,0,0.01,1703.846154
2688,0,0.1,1703.846154
2689,3,0.41,1716.230769
2690,5,0.89,1717.538462
2691,14,2.91,1717.538462
2692,1,0.9,1726.461538
2693,0,0.9,1726.461538
2694,0,0.35,1740.076923
2695,0,0.28,1740.615385
2696,3,0.88,1742.461538
2697,3,0.91,1742.461538
2698,2,0.91,1742.461538
2699,0,0.17,1742.461538
2700,3,0.91,1742.461538
2701,5,0.91,1750.076923
2702,1,0.89,1750.076923
2703,2,0.89,1750.076923
2704,4,0.69,1750.230769
2705,7,0.94,1750.538462
2706,1,0.95,1752.538462
2707,2,0.91,1759.846154
2708,1,0.89,1759.846154
2709,0,0.31,1759.846154
2710,7,1.92,1761.076923
2711,0,0.01,1771.538462
2712,2,0.91,1779.538462
2713,1,0.91,1779.538462
2714,3,0.89,1779.538462
2715,4,0.89,1779.538462
2716,1,0.91,1780.923077
2717,1,0.89,1780.923077
2718,24,2.83,1787.692308
2719,3,1.07,1788.692308
2720,1,0.39,1788.692308
2721,0,0.01,1795.846154
2722,6,1.73,1798.307692
2723,5,2.34,1798.307692
2724,3,0.88,1799.769231
2725,4,0.78,1808.384615
2726,1,0.49,1808.384615
2727,5,2.21,1808.384615
2728,2,0.33,1808.384615
2729,4,0.96,1808.384615
2730,6,0.91,1808.923077
2731,6,0.91,1808.923077
2732,0,0.12,1813.538462
2733,2,0.47,1813.538462
2734,0,0.22,1813.538462
2735,0,1.29,1821.307692
2736,2,0.97,1821.307692
2737,0,0.11,1821.307692
2738,2,1.14,1821.307692
2739,3,1.66,1821.307692
2740,0,0.03,1824.230769
2741,0,0.01,1824.230769
2742,0,0.04,1824.230769
2743,0,0.03,1824.230769
2744,5,0.93,1825.692308
2745,1,0.05,1838.307692
2746,1,0.04,1840.076923
2747,2,1.69,1845.769231
2748,0,0.24,1855.692308
2749,1,0.16,1855.692308
2750,0,0.19,1855.692308
2751,0,0.14,1855.692308
2752,0,0.2,1863
2753,1,0.62,1863
2754,2,0.56,1877.153846
2755,6,1.54,1877.153846
2756,3,0.46,1891.538462
2757,3,1.48,1891.538462
2758,3,1.82,1891.538462
2759,1,1.84,1891.538462
2760,25,6.4,1893.307692
2761,6,1.64,1893.307692
2762,7,2.17,1893.307692
2763,2,0.48,1893.384615
2764,22,2.81,1899.307692
2765,3,0.95,1899.307692
2766,2,0.44,1899.307692
2767,0,0.02,1905.923077
2768,0,0.02,1905.923077
2769,0,0.06,1905.923077
2770,0,0.9,1921.615385
2771,2,0.9,1921.615385
2772,1,0.37,1923.230769
2773,0,0.29,1923.230769
2774,3,1.28,1923.230769
2775,7,1.75,1924.846154
2776,0,0.13,1925.230769
2777,1,0.17,1926.769231
2778,0,0.48,1934.384615
2779,2,1.59,1934.384615
2780,0,0.11,1946.153846
2781,2,0.65,1946.769231
2782,3,0.44,1947.923077
2783,3,1.06,1947.923077
2784,2,0.36,1947.923077
2785,3,0.16,1958.153846
2786,5,2.09,1958.153846
2787,5,1.34,1958.153846
2788,3,0.91,1968.923077
2789,2,0.9,1968.923077
2790,1,0.92,1968.923077
2791,5,1.11,1976.615385
2792,0,0.09,1980.923077
2793,3,0.9,1986.461538
2794,3,0.46,1986.461538
2795,0,0.41,1986.461538
2796,0,0.39,1986.461538
2797,1,0.91,1986.461538
2798,0,0.11,1991.384615
2799,4,0.79,1991.384615
2800,3,0.56,1995.692308
2801,0,0.11,2001.538462
2802,3,0.77,2004.769231
2803,9,1.54,2004.769231
2804,2,0.1,2004.769231
2805,1,0.53,2004.769231
2806,5,1.4,2004.769231
2807,3,0.44,2004.769231
2808,3,0.19,2004.769231
2809,8,1.09,2009.923077
2810,3,0.19,2009.923077
2811,2,0.13,2009.923077
2812,1,0.33,2009.923077
2813,4,1.45,2009.923077
2814,2,1.89,2009.923077
2815,0,0.03,2009.923077
2816,0,0.04,2013.846154
2817,5,0.99,2019.307692
2818,11,2.55,2019.307692
2819,5,2.16,2019.307692
2820,0,0.19,2027.076923
2821,3,3.37,2027.076923
2822,19,9.44,2027.076923
2823,6,0.94,2037.384615
2824,0,0.45,2042.307692
2825,4,0.14,2071
2826,2,0.9,2111.846154
2827,2,0.9,2111.846154
2828,0,0.26,2117.923077
2829,4,0.9,2120.538462
2830,3,0.89,2120.538462
2831,0,0.03,2140.230769
2832,16,2.08,2145
2833,1,0.05,2145
2834,52,5.85,2145
2835,6,0.83,2145
2836,0,0.4,2147.846154
2837,1,0.47,2147.846154
2838,0,0.01,2153.307692
2839,4,0.9,2160
2840,3,0.77,2160
2841,0,0.93,2160
2842,8,0.92,2160.153846
2843,0,0.37,2160.153846
2844,4,0.91,2160.153846
2845,1,0.61,2160.692308
2846,0,0.05,2160.692308
2847,7,0.94,2160.692308
2848,2,0.16,2167.538462
2849,0,0.16,2167.538462
2850,0,0.1,2181.384615
2851,2,0.57,2189.307692
2852,0,0.02,2189.307692
2853,2,0.05,2189.307692
2854,2,1.44,2191.076923
2855,0,0.03,2191.076923
2856,0,0.21,2191.076923
2857,1,0.02,2193.923077
2858,1,0.41,2212.615385
2859,1,0.36,2223.384615
2860,5,0.32,2228.769231
2861,0,0.02,2231.076923
2862,0,0.04,2231.076923
2863,0,0.02,2231.076923
2864,3,0.13,2234.615385
2865,20,3.36,2234.615385
2866,0,0.24,2236.692308
2867,8,1.75,2240.384615
2868,19,1.91,2240.384615
2869,17,2.3,2240.384615
2870,0,0.06,2242.692308
2871,1,1.32,2243.230769
2872,2,0.27,2249.923077
2873,0,0.18,2256.384615
2874,4,0.57,2256.384615
2875,11,1.12,2259.769231
2876,0,0.15,2280.538462
2877,2,0.68,2280.538462
2878,0,0.16,2291.384615
2879,0,0.14,2292.923077
2880,1,0.29,2294.076923
2881,1,0.13,2294.076923
2882,0,0.07,2294.076923
2883,10,1.29,2294.076923
2884,0,0.09,2294.076923
2885,1,0.17,2294.076923
2886,2,0.29,2294.076923
2887,6,0.26,2294.076923
2888,0,0.28,2294.076923
2889,1,0.06,2294.076923
2890,0,0.05,2294.076923
2891,0,0.16,2294.076923
2892,0,0.03,2294.076923
2893,0,0.03,2301.076923
2894,0,0.01,2301.076923
2895,0,0.03,2301.076923
2896,0,0.02,2301.076923
2897,1,0.33,2316.230769
2898,6,2.08,2319.307692
2899,8,1.98,2321.692308
2900,3,1.61,2321.692308
2901,3,0.69,2328
2902,0,0.21,2330.076923
2903,3,0.96,2356.615385
2904,0,0.01,2356.615385
2905,2,0.75,2368.769231
2906,6,0.58,2371.615385
2907,2,0.34,2386.769231
2908,6,0.49,2386.769231
2909,4,0.53,2386.846154
2910,2,0.42,2386.846154
2911,2,1.39,2386.846154
2912,3,0.32,2386.846154
2913,8,2.38,2386.846154
2914,0,0.05,2390.384615
2915,1,0.06,2395.461538
2916,1,0.23,2397.846154
2917,4,0.6,2397.846154
2918,0,0.36,2398.384615
2919,5,0.94,2398.384615
2920,0,0.03,2406.153846
2921,0,0.08,2406.153846
2922,2,0.86,2406.615385
2923,2,0.9,2406.615385
2924,0,0.65,2411.769231
2925,6,1.1,2411.769231
2926,5,0.43,2413.153846
2927,1,0.77,2430.538462
2928,3,1.53,2430.538462
2929,0,0.42,2430.538462
2930,6,0.83,2430.538462
2931,3,0.4,2433.538462
2932,0,0.12,2451
2933,0,0.02,2455.538462
2934,5,0.95,2455.538462
2935,1,0.89,2455.538462
2936,0,0.95,2455.538462
2937,0,0.15,2455.538462
2938,3,0.76,2455.538462
2939,0,0.19,2468
2940,0,0.01,2476
2941,1,0.58,2476
2942,2,0.38,2476
2943,0,0.41,2476
2944,0,0.02,2476
2945,1,0.3,2476
2946,0,0.01,2476
2947,4,0.66,2477.153846
2948,0,0.1,2477.153846
2949,0,0.09,2482.615385
