Segment,Miles,Accidents
4774,1.37,4
4775,0.05,0
4776,0.29,2
4777,0.54,1
4778,3.57,5
4779,0.46,1
4780,1.01,1
4781,2.1,3
4782,4.3,3
4783,5.61,4
4784,2.22,2
4785,1.02,3
4786,0.15,0
4787,0.02,0
4788,0.08,0
4789,4.73,2
4790,0.77,0
4791,0.34,0
4792,1.28,0
4793,9.41,5
4794,1.98,0
4795,7.27,4
4796,1.16,0
4797,5.65,0
4798,0.64,0
4799,2.03,1
4800,0.7,0
4801,0.31,2
4802,6.46,6
4803,2.81,1
4804,1,0
4805,0.48,1
4806,5.42,1
4807,0.8,0
4808,1.97,1
4809,1.31,0
4810,2.74,1
4811,0.04,3
4812,0.01,2
4813,4.15,94
4814,2.08,42
4815,0.15,4
4816,0.21,5
4817,0.08,1
4818,1.42,6
4819,0.05,2
4820,0.74,2
4821,0.37,2
4822,0.2,0
4823,0.31,1
4824,0.53,0
4825,0.29,1
4826,0.2,0
4827,0.51,1
4828,0.07,1
4829,0.21,1
4830,0.57,3
4831,0.14,0
4832,0.53,0
4833,0.24,0
4834,0.84,1
4835,0.15,1
4836,0.12,0
4837,0.12,2
4838,0.17,0
4839,0.01,0
4840,0.02,0
4841,1.97,8
4842,0.23,1
4843,0.19,1
4844,0.29,2
4845,0.49,0
4846,1.05,8
4847,0.25,1
4848,0.5,4
4849,0.49,3
4850,0.72,8
4851,0.1,0
4852,0.01,0
4853,0.03,0
4854,0.15,0
4855,1.04,10
4856,0.52,5
4857,1.26,17
4858,0.37,2
4859,0.78,9
4860,5.81,56
4861,0.19,7
4862,2.11,28
4863,1.36,29
4864,3.5,3
4865,1.83,1
4866,3.52,1
4867,2.55,2
4868,1.55,2
4869,3.34,1
4870,6.46,1
4871,2.89,2
4872,2.84,1
4873,1.93,1
4874,3.34,1
4875,0.95,2
4876,0.21,0
4877,2.27,2
4878,0.62,0
4879,7.97,12
4880,2.2,2
4881,0.01,0
4882,2.49,3
4883,0.09,0
4884,0.75,0
4885,4.07,3
4886,0.39,1
4887,8.44,8
4888,2.15,0
4889,0.46,1
4890,4.89,10
4891,0.49,3
4892,1.92,0
4893,0.88,3
4894,0.04,0
4895,0.2,0
4896,0.07,0
4897,1.64,3
4898,3.34,4
4899,0.13,0
4900,0.01,1
4901,0.38,1
4902,1.1,1
4903,1.47,4
4904,0.1,0
4905,1.75,10
4906,0.47,0
4907,0.32,1
4908,0.35,1
4909,4.02,3
4910,1.59,6
4911,0.97,4
4912,1.08,4
4913,0.63,1
4914,0.85,6
4915,0.91,1
4916,1.98,6
4917,0.25,0
4918,0.03,0
4919,2.16,6
4920,0.75,1
4921,0.3,0
4922,2.62,2
4923,0.05,0
4924,0.55,0
4925,2.74,3
4926,2.52,9
4927,3.91,2
4928,6.74,5
4929,4.54,1
4930,5.05,3
4931,1.26,2
4932,3.58,4
4933,1.46,1
4934,3.43,5
4935,0.17,0
4936,3.85,9
4937,5.05,9
4938,0.03,0
4939,0.46,1
4940,0.1,0
4941,0.03,0
4942,0.07,0
4943,0.04,0
4944,0.01,0
4945,0.4,4
4946,0.21,5
4947,0.01,0
4948,0.09,0
4949,0.03,0
4950,5.85,3
4951,2.2,0
4952,2.96,2
4953,1.93,1
4954,2.41,6
4955,6.54,4
4956,1.94,2
4957,1.9,1
4958,0.81,6
4959,0.17,1
4960,0.11,0
4961,0.1,0
4962,0.19,0
4963,1.97,0
4964,0.27,1
4965,0.07,0
4966,2.1,11
4967,1.85,5
4968,4.83,12
4969,0.43,1
4970,4.83,8
4971,4.57,12
4972,0.39,1
4973,1.12,1
4974,0.14,0
4975,1.3,0
4976,5.88,3
4977,4.4,0
4978,6.19,1
4979,10.62,19
4980,0.27,1
4981,3.35,1
4982,0.99,4
4983,5.22,3
4984,1.42,1
4985,0.01,0
4986,1.02,1
4987,0.7,0
4988,2.56,1
4989,0.25,0
4990,1.81,3
4991,2.97,0
4992,0.15,0
4993,0.97,1
4994,0.99,1
4995,5.36,1
4996,1.23,0
4997,0.31,1
4998,0.82,2
4999,1.12,4
5000,0.47,0
5001,0.24,0
5002,0.33,0
5003,0.23,0
5004,3.01,0
5005,6.23,9
5006,0.28,0
5007,2.47,0
5008,1.99,1
5009,1.06,2
5010,0.14,0
5011,0.06,0
5012,1.04,0
5013,0.23,0
5014,0.02,0
5015,1.86,2
5016,8.96,7
5017,0.49,0
5018,0.09,0
5019,1.08,1
5020,0.5,0
5021,0.12,0
5022,0.04,0
5023,0.08,0
5024,0.74,0
5025,6.4,3
5026,1.32,0
5027,0.27,0
5028,15.35,12
5029,9.2,2
5030,0.23,2
5031,0.15,1
5032,3.98,2
5033,12.72,15
5034,16.3,17
5035,0.26,0
5036,5.43,14
5037,4.11,5
5038,6.3,16
5039,2.1,5
5040,3.89,10
5041,5.67,8
5042,1.58,1
5043,1.42,1
5044,5.64,5
5045,2.57,2
5046,0.11,0
5047,5.85,13
5048,0.36,0
5049,5.31,9
5050,1.81,4
5051,0.98,1
5052,1.5,7
5053,0.11,0
5054,1.81,7
5055,2.58,4
5056,0.26,0
5057,2.17,9
5058,0.34,0
5059,2,7
5060,0.45,2
5061,2.76,11
5062,2.44,9
5063,0.11,0
5064,0.94,4
5065,2.33,12
5066,0.45,1
5067,2.8,3
5068,6.65,11
5069,2.06,2
5070,1.84,3
5071,1.23,3
5072,2.77,2
5073,7.77,6
5074,4.16,1
5075,0.48,1
5076,0.58,0
5077,1.58,0
5078,0.02,0
5079,1.1,0
5080,1.26,0
5081,0.98,0
5082,1.16,0
5083,1.05,0
5084,0.2,0
5085,0.74,0
5086,3.23,2
5087,0.08,0
5088,1.01,0
5089,0.07,0
5090,4.19,1
5091,3.12,0
5092,2.13,0
5093,1.3,0
5094,2.93,0
5095,0.16,0
5096,5.52,0
5097,1.94,0
5098,4.23,2
5099,1.92,1
5100,1.1,0
5101,2.18,2
5102,3.06,1
5103,1.7,3
5104,0.08,0
5105,0.23,0
5106,9.36,2
5107,6.15,4
5108,4.04,1
5109,3.38,0
5110,0.4,0
5111,1.58,1
5112,0.75,0
5113,0.1,0
5114,0.84,0
5115,16.9,13
5116,0.05,0
5117,2.5,3
5118,2.86,2
5119,4.59,0
5120,3.45,1
5121,1.21,2
5122,0.57,5
5123,0.12,0
5124,1.11,6
5125,2.89,14
5126,1.78,11
5127,0.45,3
5128,0.16,8
5129,0.29,0
5130,1.05,3
5131,2.93,8
5132,2.36,15
5133,2.05,6
5134,0.07,0
5135,2.13,7
5136,0.39,0
5137,0.28,2
5138,1.98,7
5139,0.29,0
5140,0.89,1
5141,0.87,0
5142,2.14,2
5143,1.95,5
5144,3.54,13
5145,0.33,1
5146,0.18,1
5147,0.26,3
5148,0.02,0
5149,1.25,11
5150,0.73,1
5151,0.07,0
5152,0.28,0
5153,3.29,7
5154,4.3,11
5155,1.73,1
5156,3.31,2
5157,0.72,5
5158,3.12,5
5159,3.78,22
5160,0.13,0
5161,0.02,0
5162,0.71,0
5163,4.55,8
5164,2.38,10
5165,3.09,3
5166,1.39,8
5167,1.32,2
5168,0.66,2
5169,0.22,1
5170,2.01,7
5171,0.46,1
5172,0.24,1
5173,0.04,0
5174,0.09,0
5175,0.11,0
5176,0.54,0
5177,0.01,0
5178,0.02,0
5179,6.02,5
5180,2.7,4
5181,2.71,0
5182,1.33,2
5183,2.09,1
5184,1.81,1
5185,1.14,0
5186,0.49,0
5187,1.07,0
5188,5.07,6
5189,0.03,2
5190,0.18,0
5191,1.2,0
5192,7,7
5193,1.35,0
5194,0.98,1
5195,0.08,1
5196,0.12,0
5197,0.27,0
5198,0.05,0
5199,0.82,3
5200,0.78,1
5201,0.39,1
5202,0.66,0
5203,0.87,2
5204,0.83,0
5205,0.06,0
5206,0.21,0
5207,0.05,1
5208,1.62,5
5209,2.62,8
5210,0.55,0
5211,3.03,18
5212,1.47,11
5213,1.59,5
5214,0.14,0
5215,3.08,5
5216,1.2,3
5217,1.32,5
5218,0.28,5
5219,0.4,0
5220,2.74,15
5221,0.02,0
5222,0.14,1
5223,1.75,7
5224,1.01,6
5225,0.71,4
5226,0.42,3
5227,0.05,6
5228,0.22,1
5229,0.42,2
5230,0.33,1
5231,0.22,3
5232,0.13,3
5233,0.04,0
5234,0.21,1
5235,0.2,5
5236,0.23,6
5237,0.11,5
5238,0.11,0
5239,0.03,1
5240,0.18,3
5241,0.26,6
5242,0.38,6
5243,0.4,3
5244,0.78,16
5245,0.49,10
5246,0.57,12
5247,0.77,5
5248,0.38,6
5249,0.28,2
5250,0.02,0
5251,0.11,0
5252,0.1,0
5253,0.27,0
5254,0.23,0
5255,1.92,1
5256,1.12,2
5257,1.88,4
5258,0.25,1
5259,0.31,0
5260,0.37,0
5261,0.23,0
5262,1.37,1
5263,0.89,1
5264,4.69,0
5265,1.35,2
5266,4.71,1
5267,1.32,0
5268,5.29,0
5269,2.57,0
5270,10.91,2
5271,9.81,1
5272,1.45,0
5273,0.3,0
5274,0.96,0
5275,2.48,6
5276,1.89,1
5277,0.79,2
5278,1.5,10
5279,2.59,0
5280,0.03,0
5281,3.4,10
5282,0.81,1
5283,0.11,0
5284,3.24,18
5285,0.29,1
5286,1.81,7
5287,0.88,0
5288,0.86,2
5289,0.35,0
5290,0.31,1
5291,3.27,1
5292,1.71,7
5293,0.84,6
5294,2.11,21
5295,0.45,3
5296,0.7,0
5297,0.2,0
5298,0.4,5
5299,0.2,2
5300,0.06,0
5301,2.9,7
5302,9.63,30
5303,1.19,3
5304,1.64,3
5305,1.18,1
5306,0.62,0
5307,0.51,1
5308,4.31,12
5309,0.15,0
5310,0.52,0
5311,1.26,1
5312,2.66,5
5313,0.72,0
5314,2.52,5
5315,4.42,14
5316,4.14,6
5317,2.51,2
5318,0.58,0
5319,0.18,0
5320,0.04,0
5321,1.67,8
5322,0.14,0
5323,0.48,3
