Segment,Miles,Accidents
1663,0.9,0
1664,0.9,0
1665,0.49,0
1666,0.12,0
1667,0.98,1
1668,0.29,1
1669,0.83,0
1670,2.63,3
1671,0.69,1
1672,1.31,1
1673,1.29,1
1674,0.3,0
1675,1.91,1
1676,0.91,0
1677,1.39,0
1678,0.04,0
1679,1.42,2
1680,3.05,1
1681,2.49,2
1682,0.05,0
1683,1.02,0
1684,0.49,3
1685,0.92,1
1686,0.91,0
1687,0.29,0
1688,0.92,0
1689,0.09,0
1690,1.74,1
1691,0.53,1
1692,0.93,2
1693,0.91,1
1694,0.99,0
1695,3.33,1
1696,1.08,1
1697,1.22,1
1698,0.15,0
1699,0.4,0
1700,0.46,0
1701,2.71,5
1702,0.57,1
1703,2.98,3
1704,2.03,2
1705,0.91,1
1706,0.91,0
1707,0.76,0
1708,0.55,0
1709,0.89,1
1710,0.88,0
1711,0.9,0
1712,0.88,0
1713,0.9,0
1714,0.07,0
1715,3.5,4
1716,0.92,1
1717,0.89,0
1718,0.91,0
1719,0.95,1
1720,0.87,1
1721,0.24,0
1722,0.9,1
1723,0.9,0
1724,1.41,0
1725,0.39,0
1726,1.89,2
1727,0.9,1
1728,0.4,1
1729,1.4,1
1730,0.91,1
1731,1.94,2
1732,1.42,0
1733,0.49,0
1734,0.31,0
1735,0.61,0
1736,0.62,0
1737,0.91,0
1738,0.87,1
1739,0.39,0
1740,0.39,0
1741,1.22,0
1742,0.4,0
1743,0.02,0
1744,1.09,0
1745,0.81,0
1746,0.16,0
1747,1.26,0
1748,1.01,1
1749,0.86,0
1750,1.47,0
1751,0.14,0
1752,0.45,0
1753,0.5,0
1754,1.3,0
1755,1.32,0
1756,0.93,0
1757,0.12,0
1758,1.02,0
1759,0.03,0
1760,1.83,0
1761,0.96,1
1762,1.24,1
1763,0.33,0
1764,0.37,0
1765,1.35,1
1766,0.42,0
1767,0.4,0
1768,0.66,0
1769,1.66,1
1770,0.66,0
1771,0.21,0
1772,0.92,0
1773,0.89,0
1774,0.05,0
1775,1.97,3
1776,0.43,0
1777,0.91,0
1778,1.45,0
1779,0.08,0
1780,0.89,0
1781,2.81,0
1782,2.92,1
1783,4.07,1
1784,0.91,1
1785,0.13,0
1786,0.9,0
1787,0.86,0
1788,0.44,0
1789,1.92,1
1790,0.89,0
1791,1.91,1
1792,0.92,0
1793,0.93,1
1794,0.91,0
1795,0.32,0
1796,0.79,2
1797,0.89,0
1798,1.64,1
1799,1.91,0
1800,0.9,1
1801,0.49,0
1802,2.03,0
1803,2.05,2
1804,0.98,0
1805,2.09,0
1806,2.4,0
1807,1.42,0
1808,1.21,1
1809,3.75,5
1810,3.43,0
1811,2.95,1
1812,2.1,2
1813,2.66,2
1814,0.39,0
1815,0.28,0
1816,0.05,0
1817,0.78,0
1818,1.41,3
1819,1.55,1
1820,2.72,2
1821,0.25,0
1822,0.07,0
1823,0.11,0
1824,1.07,0
1825,0.06,0
1826,0.9,0
1827,0.34,0
1828,3.46,3
1829,0.2,0
1830,0.01,0
1831,3.9,1
1832,0.87,1
1833,1.92,0
1834,1.9,0
1835,1.92,1
1836,1.03,1
1837,1.92,2
1838,1.83,1
1839,4.9,3
1840,1.93,2
1841,0.04,0
1842,0.36,0
1843,0.72,1
1844,1.06,1
1845,3.95,1
1846,0.11,0
1847,0.32,1
1848,0.05,0
1849,0.9,0
1850,0.15,1
1851,0.35,1
1852,1.91,2
1853,0.5,0
1854,2.54,1
1855,3.67,1
1856,0.49,1
1857,0.15,2
1858,0.9,1
1859,1.4,1
1860,1.41,1
1861,0.89,0
1862,1.4,0
1863,2.49,3
1864,3.08,0
1865,2.77,4
1866,1.88,0
1867,1.11,0
1868,1.28,1
1869,0.09,0
1870,0.08,0
1871,0.8,2
1872,0.34,0
1873,2.09,0
1874,0.49,0
1875,0.4,0
1876,0.36,0
1877,0.46,0
1878,1.61,0
1879,1.23,2
1880,1.74,1
1881,0.24,0
1882,0.52,1
1883,1.84,0
1884,3.31,2
1885,0.69,0
1886,4.27,5
1887,2.28,1
1888,5.24,9
1889,0.81,1
1890,0.9,0
1891,0.81,0
1892,0.77,0
1893,0.55,3
1894,3.95,0
1895,0.04,0
1896,0.32,0
1897,0.9,1
1898,3.18,3
1899,1.91,2
1900,0.42,0
1901,0.8,0
1902,0.76,0
1903,2.1,2
1904,1.02,1
1905,0.8,0
1906,0.93,1
1907,0.35,0
1908,3.5,4
1909,0.34,0
1910,0.04,0
1911,0.45,0
1912,0.9,1
1913,2.77,0
1914,0.16,0
1915,0.91,1
1916,0.89,0
1917,2,2
1918,0.18,1
1919,1.01,0
1920,0.9,0
1921,1.95,1
1922,0.4,1
1923,0.4,2
1924,0.22,0
1925,0.7,1
1926,0.31,1
1927,0.45,1
1928,0.9,3
1929,0.91,0
1930,0.43,0
1931,1.78,1
1932,0.4,0
1933,0.79,1
1934,1.9,7
1935,0.01,0
1936,0.91,2
1937,0.9,2
1938,0.92,1
1939,0.85,1
1940,0.26,1
1941,0.92,2
1942,0.38,0
1943,0.46,0
1944,1.08,0
1945,0.18,0
1946,0.13,0
1947,0.1,0
1948,0.51,0
1949,2.5,3
1950,0.1,0
1951,0.36,0
1952,0.05,0
1953,0.05,0
1954,0.85,0
1955,0.07,1
1956,0.47,0
1957,0.74,0
1958,0.41,0
1959,1.37,3
1960,0.39,1
1961,0.03,0
1962,0.91,0
1963,0.92,1
1964,0.44,0
1965,0.98,0
1966,0.96,0
1967,0.96,0
1968,0.19,0
1969,0.49,0
1970,1.17,1
1971,0.36,2
1972,2.16,1
1973,1.1,2
1974,0.34,0
1975,0.91,2
1976,0.9,1
1977,0.15,0
1978,0.1,0
1979,0.26,0
1980,0.15,0
1981,0.38,0
1982,0.94,0
1983,0.83,0
1984,1.55,0
1985,0.69,2
1986,0.03,0
1987,0.39,0
1988,0.41,0
1989,0.41,0
1990,0.25,0
1991,0.43,0
1992,1.15,0
1993,1.17,1
1994,0.02,0
1995,0.07,0
1996,1.35,0
1997,0.02,0
1998,0.08,0
1999,1.91,0
2000,1.02,2
2001,0.72,1
2002,0.43,0
2003,0.09,0
2004,0.17,1
2005,2.91,4
2006,0.9,0
2007,0.9,0
2008,0.9,0
2009,1,1
2010,0.12,0
2011,1.39,2
2012,0.03,0
2013,0.07,1
2014,0.67,0
2015,0.03,0
2016,0.28,0
2017,4.68,1
2018,4.53,5
2019,0.34,1
2020,1.45,0
2021,1.42,2
2022,0.7,1
2023,0.47,0
2024,0.67,4
2025,0.17,0
2026,1.29,0
2027,1.77,4
2028,1.35,3
2029,1.53,5
2030,1.22,0
2031,0.18,0
2032,0.05,0
2033,0.01,0
2034,2.98,1
2035,1.76,2
2036,2.48,3
2037,2.09,2
2038,3.13,4
2039,3.52,0
2040,6.1,7
2041,0.27,0
2042,3.14,1
2043,0.02,0
2044,2.15,1
2045,0.09,0
2046,1.69,0
2047,0.92,3
2048,0.89,0
2049,0.91,0
2050,0.9,0
2051,0.74,0
2052,0.92,2
2053,0.84,0
2054,0.01,1
2055,0.16,1
2056,0.17,0
2057,0.91,0
2058,2.32,0
2059,5.65,0
2060,0.14,0
2061,0.15,3
2062,0.33,0
2063,0.68,1
2064,1.61,2
2065,0.4,0
2066,0.9,0
2067,0.02,0
2068,1.93,2
2069,0.86,1
2070,0.42,2
2071,0.73,1
2072,0.91,0
2073,0.89,1
2074,1.96,1
2075,1.6,1
2076,1.15,1
2077,0.88,0
2078,0.17,0
2079,0.37,0
2080,0.9,0
2081,0.38,0
2082,0.4,2
2083,0.23,0
2084,0.86,0
2085,0.9,0
2086,0.9,0
2087,0.42,0
2088,0.92,0
2089,0.56,0
2090,0.9,0
2091,0.59,1
2092,0.4,0
2093,0.96,0
2094,0.91,0
2095,0.25,0
2096,0.3,0
2097,0.93,0
2098,0.5,0
2099,0.26,0
2100,0.42,1
2101,0.63,0
2102,1.03,1
2103,0.91,1
2104,1.42,4
2105,0.68,2
2106,0.93,1
2107,0.89,2
2108,5.76,8
2109,0.67,0
2110,0.18,0
2111,0.53,3
2112,0.92,2
2113,0.89,0
2114,0.75,3
2115,0.05,0
2116,0.1,0
2117,0.1,1
2118,0.05,1
2119,0.19,0
2120,1.7,0
2121,1.82,0
2122,5.94,7
2123,0.26,0
2124,0.11,0
2125,0.39,0
2126,0.02,0
2127,0.52,0
2128,0.01,0
2129,0.86,0
2130,0.9,4
2131,0.46,0
2132,8.1,7
2133,1.11,0
2134,0.91,0
2135,1.9,2
2136,4.72,4
2137,1.95,1
2138,1.96,0
2139,0.92,0
2140,2.81,2
2141,0.89,0
2142,0.05,0
2143,0.45,2
2144,2.07,1
2145,0.58,0
2146,0.25,0
2147,0.04,0
2148,0.8,2
2149,0.38,0
2150,2.3,0
2151,2.98,2
2152,0.29,0
2153,1.43,5
2154,3.38,2
2155,1.57,1
2156,4.52,7
2157,1.17,1
2158,2.11,2
2159,0.05,0
2160,0.57,0
2161,0.59,0
2162,0.52,0
2163,0.13,0
2164,1.13,0
2165,0.26,0
2166,1.06,2
2167,1.04,0
2168,0.39,0
2169,1,0
2170,0.39,0
2171,0.04,0
2172,0.75,2
2173,0.93,1
2174,0.75,0
2175,0.19,1
2176,0.61,0
2177,0.03,0
2178,1.18,0
2179,0.42,0
2180,4.63,7
2181,0.9,2
2182,0.44,0
2183,0.93,2
2184,0.88,0
2185,0.87,0
2186,0.88,4
2187,0.36,0
2188,0.83,2
2189,1.93,0
2190,0.9,0
2191,0.94,0
2192,1.9,1
2193,1.27,1
2194,0.56,1
2195,0.48,0
2196,1.26,1
2197,0.6,0
2198,1.37,3
2199,0.9,0
2200,0.93,0
2201,0.9,0
2202,0.91,1
2203,0.89,3
2204,0.5,2
2205,0.43,1
2206,1.45,2
2207,0.65,0
2208,7.11,8
2209,8.8,18
2210,0.35,1
2211,0.07,1
2212,0.81,1
2213,3.3,7
2214,0.48,0
2215,0.29,0
2216,0.15,0
2217,0.51,1
2218,0.29,2
2219,0.91,0
2220,0.87,1
2221,1.9,0
2222,0.91,2
2223,0.9,0
2224,0.9,0
2225,0.46,0
2226,0.84,1
2227,1.92,3
2228,0.96,1
2229,0.96,0
2230,1.03,2
2231,0.41,0
2232,0.4,2
2233,0.53,1
2234,3.31,3
2235,0.97,1
2236,0.94,0
2237,0.3,0
2238,0.88,1
2239,0.61,1
2240,1.4,1
2241,0.7,1
2242,0.9,3
2243,1.76,0
2244,2.4,2
2245,0.57,0
2246,1.45,2
2247,0.92,2
2248,0.91,0
2249,0.93,1
2250,0.26,1
2251,0.03,0
2252,0.32,0
2253,2.32,2
2254,0.33,1
2255,1.41,6
2256,0.82,1
2257,1.32,4
2258,0.8,3
2259,0.3,0
2260,0.77,0
2261,0.52,0
2262,1.95,0
2263,1.03,0
2264,1.2,1
2265,2.14,3
2266,3.24,1
2267,1.52,0
2268,0.31,0
2269,0.75,3
2270,0.06,0
2271,0.66,0
2272,0.52,0
2273,0.27,1
2274,1.16,3
2275,0.89,2
2276,0.42,0
2277,0.26,1
2278,0.47,1
2279,0.55,1
2280,0.16,0
2281,0.09,1
2282,0.88,1
2283,0.46,2
2284,1.44,4
2285,1.41,1
2286,3,4
2287,1.21,3
2288,0.74,0
2289,2.99,6
2290,3.66,1
2291,1.12,3
2292,1.35,0
2293,0.91,2
2294,0.9,0
2295,0.31,2
2296,0.61,0
2297,0.04,0
2298,0.12,0
2299,0.16,0
2300,0.02,0
2301,0.21,1
2302,0.77,3
2303,0.04,0
2304,2.82,2
2305,1.09,1
2306,1.88,0
2307,0.17,0
2308,0.38,0
2309,1.12,3
2310,0.02,1
2311,0.02,0
2312,0.94,3
2313,1.03,1
2314,1.54,2
2315,0.89,1
2316,1.89,2
2317,0.9,0
2318,1.92,0
2319,0.01,0
2320,0.02,0
2321,0.09,0
2322,0.01,0
2323,0.03,0
2324,0.01,0
2325,0.75,1
2326,0.92,0
2327,0.93,0
2328,0.47,2
2329,0.1,0
2330,2.56,3
2331,1.92,2
2332,1.32,0
2333,1.58,3
2334,0.44,0
2335,0.62,0
2336,1.15,1
2337,1.86,2
2338,1.26,0
2339,1.14,2
2340,0.07,0
2341,1.5,0
2342,0.08,0
2343,0.15,0
2344,0.16,1
2345,0.5,0
2346,0.13,0
2347,0.57,2
2348,0.9,0
2349,2.49,12
2350,1.3,1
2351,2.45,1
2352,0.95,1
2353,0.19,0
2354,0.96,0
2355,0.85,0
2356,1.4,1
2357,0.96,1
2358,0.02,0
2359,0.07,0
2360,0.4,1
2361,0.31,1
2362,1.04,0
2363,1.08,3
2364,0.02,0
2365,0.25,0
2366,0.93,0
2367,0.89,2
2368,0.92,1
2369,0.9,1
2370,0.88,1
2371,3.59,0
2372,0.43,0
2373,3.2,2
2374,0.9,1
2375,0.91,2
2376,0.71,2
2377,0.44,0
2378,0.91,1
2379,0.05,0
2380,0.68,0
2381,0.9,2
2382,0.88,2
2383,1.92,6
2384,1.01,2
2385,0.73,0
2386,0.44,1
2387,0.43,2
2388,0.71,1
2389,0.94,1
2390,0.03,0
2391,0.4,0
2392,0.4,0
2393,0.52,0
2394,0.27,0
2395,0.4,0
2396,1.92,1
2397,1.1,2
2398,2.9,2
2399,0.9,0
2400,1.25,1
2401,0.91,1
2402,0.79,2
2403,1.39,1
2404,1.8,1
2405,1.62,0
2406,0.49,0
2407,0.31,0
2408,1.23,3
2409,0.54,0
2410,0.92,2
2411,0.92,0
2412,0.61,0
2413,0.89,0
2414,0.48,0
2415,0.13,0
2416,1.3,1
2417,1.69,3
2418,0.16,0
2419,2.53,5
2420,2.42,3
2421,0.91,1
2422,1.4,4
2423,0.76,0
2424,0.04,0
2425,0.02,0
2426,0.44,1
2427,0.54,0
2428,0.42,0
2429,0.47,1
2430,0.41,0
2431,0.82,2
2432,0.07,0
2433,0.29,1
2434,0.05,0
2435,0.4,0
2436,2.05,6
2437,0.48,0
2438,1.05,0
2439,0.12,0
2440,0.06,1
2441,0.04,0
2442,6.4,6
2443,0.02,0
2444,0.69,3
2445,0.7,1
2446,1.55,1
2447,0.45,0
2448,0.42,2
2449,0.25,0
2450,0.38,1
2451,0.46,0
2452,0.97,0
2453,0.41,0
2454,0.64,1
2455,0.92,2
2456,0.91,1
2457,0.91,0
2458,0.92,0
2459,0.91,0
2460,0.48,0
2461,1.3,2
2462,1.95,1
2463,0.56,2
2464,0.64,1
2465,0.84,1
2466,1.01,2
2467,0.43,0
2468,0.41,0
2469,0.04,0
2470,0.05,0
2471,0.94,2
2472,0.8,1
2473,0.02,0
2474,0.22,0
2475,0.87,3
2476,0.02,0
2477,0.53,2
2478,1.71,2
2479,0.01,0
2480,0.01,0
2481,0.61,0
2482,2.04,1
2483,1.09,2
2484,0.2,1
2485,0.6,0
2486,0.81,1
2487,0.54,0
2488,1.04,2
2489,2.02,1
2490,0.05,0
2491,0.46,2
2492,1.01,2
2493,0.88,0
2494,1.84,0
2495,0.92,2
2496,0.53,0
2497,1.84,1
2498,0.75,0
2499,3.51,0
2500,0.04,0
2501,0.12,0
2502,0.02,1
2503,0.58,0
2504,0.93,0
2505,0.9,1
2506,0.91,1
2507,0.41,0
2508,0.39,0
2509,0.41,0
2510,0.42,0
2511,0.28,0
2512,0.48,0
2513,0.47,1
2514,0.24,0
2515,0.04,0
2516,2.03,0
2517,1.91,1
2518,0.01,0
2519,0.64,0
2520,0.15,0
2521,0.28,0
2522,0.52,0
2523,0.46,0
2524,0.25,0
2525,2.69,4
2526,0.11,0
2527,2.62,1
2528,0.2,0
2529,3.87,4
2530,4.72,14
2531,1.97,6
2532,0.39,1
2533,1.85,4
2534,0.85,1
2535,0.86,0
2536,1.91,6
2537,0.81,2
2538,2.77,1
2539,1.4,1
2540,1.41,1
2541,0.4,2
2542,2.02,4
2543,1.4,3
2544,0.35,0
2545,1.91,1
2546,2.92,2
2547,0.92,0
2548,0.89,0
2549,4.86,3
2550,0.55,0
2551,0.98,1
2552,0.36,0
2553,0.04,0
2554,0.02,0
2555,0.13,0
2556,5.31,2
2557,1.45,1
2558,0.97,4
2559,0.38,0
2560,0.91,1
2561,0.83,0
2562,5.19,12
2563,1.91,3
2564,1.38,4
2565,0.01,0
2566,0.86,1
2567,0.13,0
2568,0.17,0
2569,0.23,0
2570,1.76,0
2571,1.26,2
2572,0.29,1
2573,0.24,0
2574,0.28,0
2575,0.02,0
2576,0.39,0
2577,0.21,0
2578,0.09,0
2579,0.02,0
2580,0.03,0
2581,0.59,1
2582,0.86,0
2583,0.72,0
2584,0.63,0
2585,0.29,0
2586,0.44,0
2587,2.46,1
2588,0.01,0
2589,0.01,0
2590,0.02,0
2591,0.35,0
2592,0.04,0
2593,0.16,1
2594,0.58,0
2595,0.44,0
2596,0.75,2
2597,0.72,0
2598,2.95,3
2599,0.08,0
2600,0.91,0
2601,0.38,1
2602,0.34,1
2603,0.68,0
2604,0.25,1
2605,0.9,0
2606,0.9,2
2607,0.12,0
2608,1.91,2
2609,0.88,1
2610,0.9,1
2611,0.41,0
2612,0.41,1
2613,0.07,2
2614,0.6,1
2615,0.63,0
2616,0.2,0
2617,1.42,1
2618,0.4,0
2619,0.94,1
2620,0.9,1
2621,0.5,1
2622,0.32,0
2623,0.42,0
2624,0.86,1
2625,0.76,1
2626,3.48,6
2627,0.57,1
2628,0.59,0
2629,0.27,0
2630,0.23,1
2631,0.08,0
2632,0.15,1
2633,0.23,0
2634,5.5,9
2635,0.71,1
2636,1.4,2
2637,0.39,0
2638,0.41,2
2639,0.13,0
2640,0.66,0
2641,0.17,0
2642,0.58,1
2643,0.3,0
2644,0.52,2
2645,0.29,0
2646,0.07,0
2647,0.56,0
2648,0.26,1
2649,0.64,3
2650,0.34,0
2651,0.04,1
2652,0.04,1
2653,0.21,1
2654,1.17,1
2655,0.31,0
2656,0.06,0
2657,0.15,0
2658,0.2,0
2659,0.13,0
2660,0.01,0
2661,0.9,1
2662,0.9,0
2663,0.42,0
2664,0.81,3
2665,0.9,0
2666,0.49,0
2667,0.55,0
2668,1.05,2
2669,0.76,0
2670,1.47,3
2671,1.01,1
2672,0.92,0
2673,0.89,1
2674,0.89,0
2675,1.95,1
2676,0.52,0
2677,0.29,0
2678,1.2,1
2679,0.44,1
2680,0.04,0
2681,0.1,0
2682,0.84,1
2683,0.89,1
2684,0.52,2
2685,0.28,1
2686,1.9,2
2687,0.01,0
2688,0.1,0
2689,0.41,2
2690,0.89,2
2691,2.91,3
2692,0.9,1
2693,0.9,0
2694,0.35,0
2695,0.28,0
2696,0.88,2
2697,0.91,2
2698,0.91,0
2699,0.17,0
2700,0.91,3
2701,0.91,3
2702,0.89,0
2703,0.89,2
2704,0.69,1
2705,0.94,0
2706,0.95,0
2707,0.91,2
2708,0.89,0
2709,0.31,0
2710,1.92,5
2711,0.01,0
2712,0.91,1
2713,0.91,0
2714,0.89,1
2715,0.89,1
2716,0.91,1
2717,0.89,1
2718,2.83,10
2719,1.07,1
2720,0.39,0
2721,0.01,0
2722,1.73,4
2723,2.34,3
2724,0.88,2
2725,0.78,1
2726,0.49,0
2727,2.21,0
2728,0.33,2
2729,0.96,2
2730,0.91,4
2731,0.91,2
2732,0.12,0
2733,0.47,0
2734,0.22,0
2735,1.29,0
2736,0.97,0
2737,0.11,0
2738,1.14,1
2739,1.66,1
2740,0.03,0
2741,0.01,0
2742,0.04,0
2743,0.03,0
2744,0.93,0
2745,0.05,0
2746,0.04,1
2747,1.69,0
2748,0.24,0
2749,0.16,0
2750,0.19,0
2751,0.14,0
2752,0.2,0
2753,0.62,1
2754,0.56,0
2755,1.54,1
2756,0.46,2
2757,1.48,2
2758,1.82,0
2759,1.84,1
2760,6.4,11
2761,1.64,2
2762,2.17,4
2763,0.48,0
2764,2.81,11
2765,0.95,2
2766,0.44,0
2767,0.02,0
2768,0.02,0
2769,0.06,0
2770,0.9,0
2771,0.9,1
2772,0.37,0
2773,0.29,0
2774,1.28,2
2775,1.75,4
2776,0.13,0
2777,0.17,0
2778,0.48,0
2779,1.59,1
2780,0.11,0
2781,0.65,1
2782,0.44,1
2783,1.06,1
2784,0.36,0
2785,0.16,1
2786,2.09,3
2787,1.34,2
2788,0.91,1
2789,0.9,0
2790,0.92,0
2791,1.11,3
2792,0.09,0
2793,0.9,1
2794,0.46,0
2795,0.41,0
2796,0.39,0
2797,0.91,0
2798,0.11,0
2799,0.79,1
2800,0.56,1
2801,0.11,0
2802,0.77,2
2803,1.54,3
2804,0.1,1
2805,0.53,0
2806,1.4,4
2807,0.44,1
2808,0.19,2
2809,1.09,5
2810,0.19,2
2811,0.13,2
2812,0.33,1
2813,1.45,1
2814,1.89,2
2815,0.03,0
2816,0.04,0
2817,0.99,2
2818,2.55,3
2819,2.16,3
2820,0.19,0
2821,3.37,1
2822,9.44,8
2823,0.94,2
2824,0.45,0
2825,0.14,0
2826,0.9,0
2827,0.9,0
2828,0.26,0
2829,0.9,2
2830,0.89,3
2831,0.03,0
2832,2.08,6
2833,0.05,1
2834,5.85,19
2835,0.83,2
2836,0.4,0
2837,0.47,1
2838,0.01,0
2839,0.9,1
2840,0.77,1
2841,0.93,0
2842,0.92,2
2843,0.37,0
2844,0.91,1
2845,0.61,0
2846,0.05,0
2847,0.94,4
2848,0.16,1
2849,0.16,0
2850,0.1,0
2851,0.57,0
2852,0.02,0
2853,0.05,0
2854,1.44,0
2855,0.03,0
2856,0.21,0
2857,0.02,0
2858,0.41,0
2859,0.36,1
2860,0.32,3
2861,0.02,0
2862,0.04,0
2863,0.02,0
2864,0.13,1
2865,3.36,6
2866,0.24,0
2867,1.75,4
2868,1.91,6
2869,2.3,8
2870,0.06,0
2871,1.32,1
2872,0.27,1
2873,0.18,0
2874,0.57,1
2875,1.12,6
2876,0.15,0
2877,0.68,1
2878,0.16,0
2879,0.14,0
2880,0.29,0
2881,0.13,0
2882,0.07,0
2883,1.29,4
2884,0.09,0
2885,0.17,0
2886,0.29,1
2887,0.26,1
2888,0.28,0
2889,0.06,0
2890,0.05,0
2891,0.16,0
2892,0.03,0
2893,0.03,0
2894,0.01,0
2895,0.03,0
2896,0.02,0
2897,0.33,0
2898,2.08,4
2899,1.98,1
2900,1.61,1
2901,0.69,1
2902,0.21,0
2903,0.96,2
2904,0.01,0
2905,0.75,0
2906,0.58,4
2907,0.34,0
2908,0.49,4
2909,0.53,1
2910,0.42,0
2911,1.39,2
2912,0.32,3
2913,2.38,3
2914,0.05,0
2915,0.06,1
2916,0.23,1
2917,0.6,1
2918,0.36,0
2919,0.94,2
2920,0.03,0
2921,0.08,0
2922,0.86,1
2923,0.9,2
2924,0.65,0
2925,1.1,0
2926,0.43,1
2927,0.77,0
2928,1.53,2
2929,0.42,0
2930,0.83,4
2931,0.4,0
2932,0.12,0
2933,0.02,0
2934,0.95,2
2935,0.89,0
2936,0.95,0
2937,0.15,0
2938,0.76,1
2939,0.19,0
2940,0.01,0
2941,0.58,0
2942,0.38,1
2943,0.41,0
2944,0.02,0
2945,0.3,0
2946,0.01,0
2947,0.66,2
2948,0.1,0
2949,0.09,0
2950,0.14,0
2951,0.15,0
2952,1.07,5
2953,0.08,1
2954,0.79,2
2955,0.34,0
2956,0.25,0
2957,0.06,0
2958,0.78,1
2959,0.18,0
2960,1.11,0
2961,2.72,1
2962,0.65,1
2963,3.92,4
2964,0.69,1
2965,1.55,1
2966,0.4,0
2967,0.42,3
2968,1.29,3
2969,0.13,0
2970,0.2,0
2971,0.39,3
2972,0.92,3
2973,0.14,0
2974,0.42,1
2975,0.88,1
2976,0.92,4
2977,1.5,0
2978,0.91,0
2979,0.4,1
2980,0.88,1
2981,0.16,1
2982,0.31,1
2983,0.08,0
2984,0.03,0
2985,1.42,1
2986,0.05,0
2987,0.03,1
2988,0.26,1
2989,0.02,0
2990,0.58,0
2991,0.03,0
2992,0.03,0
2993,0.01,0
2994,1.57,1
2995,0.37,1
2996,1,3
2997,1.93,1
2998,0.92,0
2999,0.27,0
3000,0.7,0
3001,0.65,2
3002,0.14,0
3003,0.22,1
3004,0.06,1
3005,1.73,3
3006,0.18,0
3007,0.03,0
3008,1.42,2
3009,1.88,5
3010,0.4,1
3011,0.65,1
3012,1.1,1
3013,1.16,4
3014,0.59,1
3015,1.46,5
3016,1.31,3
3017,0.73,0
3018,0.09,0
3019,0.57,2
3020,0.34,0
3021,1.11,0
3022,0.95,0
3023,2.03,0
3024,0.09,0
3025,0.97,3
3026,0.79,1
3027,0.11,2
3028,0.11,0
3029,0.8,2
3030,0.07,0
3031,0.23,0
3032,0.31,1
3033,0.7,0
3034,0.94,2
3035,0.8,5
3036,0.16,0
3037,0.64,3
3038,0.09,1
3039,0.11,2
3040,0.19,2
3041,0.22,0
3042,1.39,6
3043,2.57,3
3044,0.01,0
3045,0.91,2
3046,0.91,2
3047,1.59,1
3048,1.11,3
3049,0.44,1
3050,0.85,3
3051,0.55,4
3052,0.5,4
3053,1.22,4
3054,0.41,0
3055,0.89,2
3056,0.76,1
3057,0.78,1
3058,1.06,2
3059,0.39,0
3060,1.26,2
3061,4.18,1
3062,3.57,9
3063,0.04,0
3064,0.15,0
3065,2.37,8
3066,0.07,0
3067,0.15,0
3068,2.98,5
3069,0.9,2
3070,0.4,3
3071,0.75,2
3072,0.93,2
3073,0.94,0
3074,0.95,0
3075,0.94,1
3076,0.71,4
3077,1.11,2
3078,0.03,0
3079,0.05,0
3080,0.2,1
3081,0.23,1
3082,0.32,0
3083,0.03,0
3084,1.86,2
3085,0.91,1
3086,0.35,1
3087,0.55,2
3088,0.25,0
3089,0.91,2
3090,0.88,2
3091,0.2,0
3092,0.05,0
3093,0.26,0
3094,0.91,3
3095,0.04,0
3096,0.16,0
3097,0.9,0
3098,1.91,2
3099,0.89,2
3100,1.81,2
3101,1.93,1
3102,0.95,0
3103,0.1,0
3104,0.89,0
3105,0.67,1
3106,0.97,1
3107,0.16,0
3108,0.79,0
3109,0.64,2
3110,0.59,0
3111,0.03,0
3112,0.9,1
3113,0.07,1
3114,0.17,2
3115,0.9,4
3116,0.17,1
3117,0.4,0
3118,0.09,0
3119,0.09,1
3120,0.11,0
3121,0.04,1
3122,0.84,2
3123,0.9,0
3124,0.97,0
3125,0.33,0
3126,0.26,0
3127,0.13,0
3128,0.1,1
3129,1.9,3
3130,0.24,1
3131,0.72,5
3132,0.97,6
3133,0.53,1
3134,0.02,0
3135,0.52,5
3136,1.48,7
3137,0.02,0
3138,0.81,3
3139,0.89,1
3140,1.12,2
3141,1.17,3
3142,0.21,0
3143,0.88,2
3144,1.93,2
3145,1.6,8
3146,0.26,0
3147,0.9,4
3148,1.25,5
3149,0.04,0
3150,0.37,1
3151,0.91,3
3152,0.82,1
3153,0.4,0
3154,0.4,1
3155,0.98,2
3156,0.01,0
3157,0.8,2
3158,0.9,2
3159,0.92,3
3160,0.23,0
3161,0.18,1
3162,1.14,2
3163,0.07,0
3164,0.96,2
3165,0.45,1
3166,0.93,1
3167,0.08,1
3168,0.14,0
3169,0.06,0
3170,0.42,2
3171,0.16,0
3172,0.16,1
3173,0.39,7
3174,2.86,9
3175,1.99,3
3176,0.71,2
3177,0.09,0
3178,0.47,3
3179,0.08,0
3180,0.07,0
3181,0.09,0
3182,0.14,0
3183,0.16,0
3184,0.12,0
3185,1.21,4
3186,7.5,13
3187,1.2,0
3188,0.25,2
3189,0.5,0
3190,0.33,2
3191,1.71,5
3192,0.99,1
3193,1.07,1
3194,0.53,1
3195,0.41,4
3196,0.39,1
3197,0.14,1
3198,0.22,0
3199,0.16,0
3200,0.03,0
3201,0.15,1
3202,0.37,1
3203,2.22,0
3204,0.37,0
3205,0.95,2
3206,1.16,3
3207,0.14,1
3208,0.52,2
3209,0.93,3
3210,0.27,0
3211,0.7,0
3212,1.19,4
3213,1.27,5
3214,0.63,2
3215,0.49,2
3216,0.37,2
3217,0.81,0
